FLOOR,BEDROOM,BATHROOM,LAND AREA (sqft),ROAD ACCESS (ft),PROPERTY AGE,HAS_PARKING,HAS_BALCONY,HAS_GARDEN,HAS_MODULAR_KITCHEN,LOCATION_ENCODED,FACING_ENCODED,AREA_PER_BEDROOM,TOTAL_ROOMS,IS_NEW,CITY_TIER,LOCATION_PRICE_TIER,LOCATION_PREMIUM_RATIO
3.5,5.0,7.0,2395.75,12.0,4.0,1,1,0,0,45833333.333333336,0,479.15,12.0,0,3,2,1.3808420239474704
2.5,6.0,4.0,1095.2,13.0,3.0,1,1,0,0,38500000.0,1,182.53333333333333,10.0,0,3,2,1.159907300115875
1.0,4.0,2.0,752.95,15.0,5.0,1,0,0,0,38452173.91304348,4,188.2375,6.0,0,3,2,1.1584664214821907
3.0,5.0,5.0,1129.425,13.0,10.0,1,1,0,0,37750000.0,7,225.885,10.0,0,2,2,1.137311703360371
3.0,6.0,4.0,4551.925,16.0,5.0,0,0,1,1,23000000.0,2,758.6541666666667,10.0,0,3,1,0.6929316338354577
2.5,5.0,4.0,1369.0,12.0,8.0,1,0,1,1,33192307.69230769,1,273.8,9.0,0,3,2,1.0
2.5,4.0,4.0,1095.2,13.0,6.0,0,1,0,0,29527777.777777776,0,273.8,8.0,0,3,1,0.8895970130037338
3.0,4.0,4.0,787.175,13.0,9.0,1,1,0,0,29527777.777777776,0,196.79375,8.0,0,3,1,0.8895970130037338
3.0,5.0,4.0,1129.425,15.0,8.0,1,0,0,0,33875000.0,1,225.885,9.0,0,3,2,1.0205677867902667
2.5,6.0,4.0,1369.0,15.0,6.0,1,0,0,0,28500000.0,7,228.16666666666663,10.0,0,3,1,0.8586326767091542
2.5,6.0,3.0,2053.5,20.0,9.0,1,1,1,0,31995000.0,7,342.25,9.0,0,3,2,0.9639281575898031
2.5,6.0,3.0,1711.25,10.0,4.0,1,1,1,0,17794117.647058822,7,285.2083333333333,9.0,0,3,1,0.5360916092972531
2.5,4.0,4.0,1026.75,13.0,5.0,1,0,0,1,42730769.23076923,0,256.6875,8.0,0,3,2,1.2873696407879491
3.0,5.0,3.0,752.95,13.0,17.0,0,0,0,0,31995000.0,4,150.59,8.0,0,3,2,0.9639281575898031
1.0,2.0,1.0,1403.225,16.0,5.0,1,0,1,0,24666666.666666668,0,701.6125,3.0,0,3,1,0.7431440710699113
2.5,4.0,5.0,1129.425,14.0,3.0,0,0,0,1,37500000.0,6,282.35625,9.0,0,3,2,1.1297798377752029
4.5,6.0,5.0,1095.2,20.0,4.0,1,0,0,0,57500000.0,0,182.53333333333333,11.0,0,3,2,1.7323290845886445
3.0,8.0,4.0,1026.75,13.0,24.0,1,0,0,0,14000000.0,7,128.34375,12.0,0,3,1,0.4217844727694091
2.5,6.0,7.0,3490.95,14.0,6.0,0,0,0,1,45750000.0,3,581.8249999999999,13.0,0,1,2,1.3783314020857476
3.0,6.0,4.0,1095.2,12.0,4.0,1,1,1,1,29527777.777777776,7,182.53333333333333,10.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,1369.0,13.0,5.0,1,0,0,0,23000000.0,3,342.25,8.0,0,3,1,0.6929316338354577
2.5,6.0,3.0,3080.25,13.0,13.0,1,1,0,0,67125000.0,0,513.375,9.0,0,3,3,2.022305909617613
3.0,4.0,4.0,1060.975,13.0,20.0,1,0,0,0,29527777.777777776,0,265.24375,8.0,0,3,1,0.8895970130037338
3.5,6.0,4.0,1711.25,13.0,6.0,1,0,0,1,51359210.526315786,0,285.2083333333333,10.0,0,3,2,1.547322680978228
3.0,4.0,5.0,1403.225,20.0,5.0,1,1,0,0,104333333.33333331,1,350.80625,9.0,0,3,3,3.143298570876786
2.5,4.0,5.0,1369.0,15.0,10.0,1,0,0,0,51359210.526315786,7,342.25,9.0,0,3,2,1.547322680978228
2.0,6.0,5.0,1779.7,20.0,4.0,0,0,0,1,29527777.777777776,0,296.6166666666667,11.0,0,3,1,0.8895970130037338
3.0,6.0,4.0,2395.75,15.0,3.0,1,0,0,0,66750000.0,1,399.2916666666667,10.0,0,3,3,2.0110081112398612
2.5,4.0,4.0,1711.25,15.0,10.0,1,0,0,1,42000000.0,4,427.8125,8.0,0,3,2,1.2653534183082273
2.5,5.0,4.0,1437.45,20.0,10.0,1,0,0,0,34208333.333333336,7,287.49,9.0,0,3,2,1.0306102742371575
2.5,4.0,3.0,1095.2,15.0,5.0,1,0,0,0,71416666.66666667,4,273.8,7.0,0,3,3,2.151602935496331
2.5,4.0,3.0,2395.75,15.0,7.0,1,0,0,0,33192307.69230769,0,598.9375,7.0,0,3,2,1.0
3.0,8.0,3.0,1129.425,12.0,22.0,1,1,0,0,28750000.0,5,141.178125,11.0,0,3,1,0.8661645422943223
2.5,7.0,3.0,1369.0,12.0,19.0,1,0,0,0,39055555.55555555,6,195.57142857142856,10.0,0,3,2,1.176644779194026
2.5,3.0,4.0,1026.75,14.0,12.0,1,0,1,1,28160000.0,6,342.25,7.0,0,3,1,0.8483893395133257
2.0,5.0,4.0,1711.25,20.0,10.0,0,1,0,0,37500000.0,5,342.25,9.0,0,3,2,1.1297798377752029
2.5,4.0,4.0,1026.75,16.0,4.0,1,0,0,1,37500000.0,4,256.6875,8.0,0,3,2,1.1297798377752029
1.0,2.0,1.0,1060.975,12.0,5.0,1,0,0,0,21500000.0,0,530.4875,3.0,0,3,1,0.6477404403244497
3.5,7.0,3.0,2121.9500000000003,23.0,6.0,1,0,0,0,52125000.0,2,303.1357142857143,10.0,0,3,2,1.5703939745075322
3.0,4.0,6.0,1882.375,14.0,12.0,1,0,0,0,32693333.33333333,0,470.59375,10.0,0,3,2,0.984967168791039
2.5,5.0,3.0,1060.975,15.0,9.0,1,0,1,1,60000000.0,0,212.195,8.0,0,3,3,1.8076477404403246
2.5,8.0,5.0,2053.5,13.0,14.0,1,1,0,1,60000000.0,7,256.6875,13.0,0,3,3,1.8076477404403246
3.0,5.0,3.0,1060.975,13.0,6.0,1,1,0,1,29527777.777777776,1,212.195,8.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,4107.0,12.0,8.0,1,0,0,0,51359210.526315786,1,1026.75,8.0,0,3,2,1.547322680978228
2.5,4.0,4.0,1369.0,12.0,12.0,1,0,0,0,27633333.33333333,7,342.25,8.0,0,3,1,0.8325222093472383
2.5,4.0,4.0,1711.25,13.0,6.0,1,0,0,0,33960000.0,0,427.8125,8.0,0,3,2,1.0231286210892239
2.5,6.0,5.0,1369.0,15.0,4.0,0,0,0,0,33875000.0,7,228.16666666666663,11.0,0,3,2,1.0205677867902667
2.5,5.0,4.0,1403.225,13.0,7.0,1,0,0,0,27633333.33333333,3,280.645,9.0,0,3,1,0.8325222093472383
2.5,5.0,5.0,1711.25,13.0,20.0,1,0,0,0,42962500.0,4,342.25,10.0,0,3,2,1.2943511008111241
2.5,5.0,3.0,1060.975,12.0,11.0,1,0,0,0,38452173.91304348,0,212.195,8.0,0,3,2,1.1584664214821907
3.5,8.0,5.0,1471.675,13.0,3.0,1,1,1,0,29333333.33333333,6,183.959375,13.0,0,2,1,0.8837388953263808
3.5,8.0,4.0,1369.0,20.0,22.0,0,0,0,0,28750000.0,0,171.125,12.0,0,2,1,0.8661645422943223
3.5,9.0,4.0,5886.7,9.0,6.0,1,0,1,0,80000000.0,6,654.0777777777778,13.0,0,3,3,2.4101969872537663
2.0,4.0,2.0,1060.975,20.0,13.0,1,0,0,1,17750000.0,0,265.24375,6.0,0,2,1,0.5347624565469293
4.0,7.0,5.0,1540.125,15.0,10.0,1,0,0,0,43800000.0,1,220.01785714285717,12.0,0,3,2,1.319582850521437
4.0,7.0,4.0,1813.925,10.0,17.0,1,0,0,0,35500000.0,7,259.13214285714287,11.0,0,3,2,1.0695249130938587
2.5,4.0,5.0,1369.0,26.0,12.0,1,0,0,0,44153846.15384615,0,342.25,9.0,0,3,2,1.3302433371958287
2.5,4.0,3.0,1129.425,16.0,4.0,0,0,0,0,34208333.333333336,1,282.35625,7.0,0,3,2,1.0306102742371575
2.5,6.0,4.0,1026.75,13.0,12.0,1,1,0,0,25147058.82352941,0,171.125,10.0,0,3,1,0.7576170676845478
2.5,4.0,4.0,2053.5,13.0,2.0,1,0,0,0,51359210.526315786,7,513.375,8.0,1,3,2,1.547322680978228
2.5,5.0,3.0,2738.0,20.0,8.0,1,1,0,0,43800000.0,0,547.6,8.0,0,3,2,1.319582850521437
2.5,4.0,4.0,787.175,13.0,6.0,1,0,0,0,29527777.777777776,1,196.79375,8.0,0,3,1,0.8895970130037338
2.5,7.0,5.0,1369.0,12.0,27.0,1,0,0,0,34208333.333333336,5,195.57142857142856,12.0,0,3,2,1.0306102742371575
2.5,3.0,4.0,1437.45,18.0,14.0,1,0,1,0,33333333.33333333,0,479.15,7.0,0,3,2,1.004248744689069
2.5,4.0,4.0,1060.975,13.0,9.0,1,1,0,0,29527777.777777776,7,265.24375,8.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,1026.75,13.0,24.0,1,1,0,1,25147058.82352941,4,256.6875,8.0,0,3,1,0.7576170676845478
3.0,5.0,4.0,1711.25,18.0,8.0,1,0,0,0,31833333.33333333,5,342.25,9.0,0,3,2,0.959057551178061
2.5,6.0,5.0,1095.2,12.0,5.0,1,1,0,0,25500000.0,0,182.53333333333333,11.0,0,3,1,0.7682502896871379
2.4,6.0,5.0,1369.0,13.0,8.0,1,0,1,0,27269230.769230768,7,228.16666666666663,11.0,0,3,1,0.8215527230590962
2.5,4.0,4.0,1369.0,16.0,8.0,1,0,0,0,29527777.777777776,0,342.25,8.0,0,3,1,0.8895970130037338
4.0,8.0,6.0,3148.7,11.0,14.0,0,0,0,0,59000000.0,2,393.5875,14.0,0,3,2,1.7775202780996526
2.5,5.0,5.0,2053.5,15.0,22.0,1,0,0,0,67583333.33333333,4,410.7,10.0,0,3,3,2.036114329857088
2.5,6.0,5.0,1095.2,20.0,4.0,1,0,1,0,47632203.38983051,5,182.53333333333333,11.0,0,3,2,1.4350374138303514
2.5,6.0,5.0,2053.5,15.0,9.0,1,0,0,0,51359210.526315786,2,342.25,11.0,0,3,2,1.547322680978228
2.5,5.0,5.0,1026.75,13.0,6.0,1,1,0,0,29527777.777777776,0,205.35,10.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,1711.25,13.0,4.0,1,0,0,1,33960000.0,0,427.8125,8.0,0,3,2,1.0231286210892239
3.5,5.0,5.0,1026.75,12.0,12.0,1,1,0,0,51359210.526315786,0,205.35,10.0,0,3,2,1.547322680978228
2.5,5.0,4.0,3080.25,4.0,10.0,1,0,1,0,32500000.0,2,616.05,9.0,0,3,2,0.9791425260718425
2.5,5.0,3.0,1095.2,8.0,12.0,0,0,0,0,43800000.0,1,219.04,8.0,0,3,2,1.319582850521437
2.5,5.0,7.0,3080.25,20.0,10.0,1,1,1,0,44000000.0,4,616.05,12.0,0,3,2,1.3256083429895715
2.5,4.0,5.0,1711.25,15.0,15.0,0,0,0,0,26250000.0,0,427.8125,9.0,0,1,1,0.7908458864426421
3.5,5.0,3.0,1369.0,13.0,4.0,0,0,0,0,32333333.33333333,6,273.8,8.0,0,3,2,0.974121282348397
2.5,5.0,2.0,1026.75,13.0,12.0,1,0,0,0,38452173.91304348,0,205.35,7.0,0,3,2,1.1584664214821907
2.5,4.0,2.0,1026.75,16.0,12.0,0,1,0,0,31575000.0,4,256.6875,6.0,0,3,2,0.9512746234067209
2.5,4.0,5.0,3148.7,20.0,14.0,1,0,1,0,65000000.0,0,787.175,9.0,0,3,3,1.958285052143685
2.5,6.0,4.0,1711.25,25.0,4.0,1,1,0,1,47632203.38983051,4,285.2083333333333,10.0,0,3,2,1.4350374138303514
2.5,8.0,8.0,1369.0,13.5,6.0,1,0,0,0,47632203.38983051,1,171.125,16.0,0,3,2,1.4350374138303514
2.5,4.0,4.0,752.95,13.0,7.0,1,0,0,0,25147058.82352941,4,188.2375,8.0,0,3,1,0.7576170676845478
3.0,7.0,4.0,1369.0,18.0,7.0,1,1,0,0,50000000.0,5,195.57142857142856,11.0,0,3,2,1.5063731170336039
1.0,2.0,1.0,1060.975,10.0,22.0,1,0,0,1,15000000.0,4,530.4875,3.0,0,3,1,0.45191193511008115
3.0,4.0,4.0,752.95,20.0,8.0,1,0,1,0,31833333.33333333,0,188.2375,8.0,0,3,2,0.959057551178061
3.5,8.0,4.0,1026.75,10.0,13.0,1,0,0,0,31833333.33333333,1,128.34375,12.0,0,3,2,0.959057551178061
2.5,6.0,5.0,1026.75,15.0,4.0,1,0,0,0,51359210.526315786,3,171.125,11.0,0,3,2,1.547322680978228
2.5,4.0,4.0,1369.0,16.0,7.0,1,0,0,0,27633333.33333333,0,342.25,8.0,0,3,1,0.8325222093472383
2.5,4.0,4.0,1026.75,13.0,14.0,1,0,0,0,17794117.647058822,1,256.6875,8.0,0,3,1,0.5360916092972531
4.0,8.0,6.0,2053.5,12.0,12.0,1,1,0,1,85000000.0,5,256.6875,14.0,0,3,3,2.5608342989571264
2.5,6.0,5.0,2053.5,15.0,20.0,1,0,1,0,51359210.526315786,5,342.25,11.0,0,3,2,1.547322680978228
2.5,4.0,3.0,1095.2,14.0,6.0,1,1,0,1,39055555.55555555,2,273.8,7.0,0,3,2,1.176644779194026
4.0,6.0,4.0,1779.7,15.0,8.0,0,0,0,0,38333333.333333336,1,296.6166666666667,10.0,0,3,2,1.1548860563924297
2.0,5.0,3.0,1026.75,20.0,18.0,1,1,0,0,43187500.0,0,205.35,8.0,0,3,2,1.3011297798377754
2.5,5.0,3.0,1060.975,11.0,13.0,1,0,0,0,22600000.0,4,212.195,8.0,0,3,1,0.680880648899189
2.5,6.0,5.0,1711.25,13.0,4.0,0,0,0,0,51359210.526315786,7,285.2083333333333,11.0,0,3,2,1.547322680978228
3.0,6.0,6.0,1403.225,13.0,4.0,1,0,0,1,40300000.0,4,233.8708333333333,12.0,0,3,2,1.2141367323290848
2.5,4.0,4.0,1095.2,11.0,6.0,1,0,0,0,29527777.777777776,3,273.8,8.0,0,3,1,0.8895970130037338
2.5,4.0,3.0,1060.975,14.0,23.0,1,0,0,0,23333333.33333333,7,265.24375,7.0,0,3,1,0.7029741212823484
2.5,4.0,5.0,3764.75,15.0,12.0,1,0,1,0,52071428.571428575,0,941.1875,9.0,0,3,2,1.5687800033107104
2.5,6.0,5.0,1711.25,12.0,10.0,1,0,0,0,31500000.0,6,285.2083333333333,11.0,0,3,2,0.9490150637311705
3.0,6.0,5.0,1437.45,13.0,10.0,1,1,0,0,51359210.526315786,0,239.575,11.0,0,3,2,1.547322680978228
3.5,8.0,5.0,3490.95,13.0,10.0,1,1,1,0,53250000.0,6,436.36875,13.0,0,3,2,1.6042873696407882
2.5,5.0,4.0,1369.0,13.0,5.0,1,0,1,0,42962500.0,0,273.8,9.0,0,3,2,1.2943511008111241
2.5,7.0,5.0,3798.975,15.0,8.0,1,0,1,0,38452173.91304348,0,542.7107142857143,12.0,0,3,2,1.1584664214821907
2.5,4.0,4.0,1437.45,13.0,5.0,1,0,0,0,51359210.526315786,6,359.3625,8.0,0,3,2,1.547322680978228
2.5,5.0,5.0,1711.25,15.0,32.0,1,0,0,0,37055555.55555555,7,342.25,10.0,0,3,2,1.1163898545126818
4.5,5.0,4.0,1437.45,13.0,8.0,0,0,0,0,52125000.0,6,287.49,9.0,0,3,2,1.5703939745075322
3.0,6.0,4.0,1060.975,10.0,12.0,1,0,0,0,25000000.0,1,176.82916666666665,10.0,0,3,1,0.7531865585168019
2.0,4.0,5.0,2053.5,12.0,17.0,1,0,0,0,34000000.0,7,513.375,9.0,0,3,2,1.0243337195828506
2.5,5.0,4.0,1095.2,13.0,21.0,1,1,0,0,27000000.0,4,219.04,9.0,0,3,1,0.8134414831981461
3.0,5.0,4.0,1095.2,26.0,6.0,1,1,0,0,29527777.777777776,7,219.04,9.0,0,3,1,0.8895970130037338
2.5,3.0,3.0,1369.0,16.0,4.0,1,0,0,0,47632203.38983051,1,456.3333333333333,6.0,0,3,2,1.4350374138303514
2.5,6.0,2.0,1540.125,13.0,8.0,1,0,0,0,51359210.526315786,1,256.6875,8.0,0,3,2,1.547322680978228
2.5,6.0,4.0,1471.675,16.0,12.0,1,1,0,0,44153846.15384615,1,245.27916666666667,10.0,0,3,2,1.3302433371958287
3.0,5.0,5.0,1711.25,10.0,12.0,1,0,0,0,17794117.647058822,0,342.25,10.0,0,3,1,0.5360916092972531
2.5,5.0,5.0,1403.225,13.0,10.0,0,0,0,0,29527777.777777776,4,280.645,10.0,0,3,1,0.8895970130037338
2.0,4.0,4.0,1129.425,13.0,13.0,1,0,0,0,26500000.0,2,282.35625,8.0,0,2,1,0.79837775202781
3.5,5.0,4.0,3490.95,13.0,6.0,1,1,1,0,53250000.0,6,698.1899999999999,9.0,0,3,2,1.6042873696407882
2.5,6.0,5.0,3182.925,12.0,7.0,1,1,0,0,45833333.333333336,4,530.4875000000001,11.0,0,3,2,1.3808420239474704
2.5,6.0,3.0,1026.75,13.0,6.0,1,0,0,0,51359210.526315786,1,171.125,9.0,0,3,2,1.547322680978228
2.5,5.0,5.0,1060.975,13.0,9.0,1,1,0,0,29527777.777777776,7,212.195,10.0,0,3,1,0.8895970130037338
3.0,6.0,5.0,1060.975,13.0,4.0,1,1,0,0,27000000.0,1,176.82916666666665,11.0,0,3,1,0.8134414831981461
2.5,6.0,4.0,2464.2000000000003,13.0,3.0,1,1,0,0,66750000.0,4,410.7000000000001,10.0,0,3,3,2.0110081112398612
2.5,4.0,4.0,1026.75,13.0,6.0,1,0,0,0,41500000.0,7,256.6875,8.0,0,3,2,1.2502896871378912
2.5,4.0,4.0,1369.0,13.0,14.0,1,1,1,0,31995000.0,7,342.25,8.0,0,3,2,0.9639281575898031
3.0,5.0,3.0,1026.75,13.0,7.0,1,0,0,0,29527777.777777776,7,205.35,8.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,2806.45,13.0,11.0,1,0,1,0,51359210.526315786,2,701.6125,8.0,0,3,2,1.547322680978228
2.5,4.0,4.0,1060.975,20.0,14.0,1,0,0,0,39166666.66666666,5,265.24375,8.0,0,3,2,1.179992275009656
2.5,6.0,4.0,1369.0,12.0,11.0,1,0,0,0,40300000.0,0,228.16666666666663,10.0,0,3,2,1.2141367323290848
2.5,4.0,3.0,1403.225,13.0,14.0,1,0,0,0,37055555.55555555,0,350.80625,7.0,0,3,2,1.1163898545126818
2.5,4.0,3.0,1437.45,14.0,9.0,1,0,0,0,34000000.0,1,359.3625,7.0,0,3,2,1.0243337195828506
2.5,6.0,5.0,2429.975,20.0,8.0,1,1,0,0,22600000.0,0,404.9958333333333,11.0,0,3,1,0.680880648899189
3.5,9.0,4.0,1711.25,12.0,4.0,1,0,0,1,46250000.0,4,190.13888888888889,13.0,0,3,2,1.3933951332560837
3.5,4.0,5.0,2121.9500000000003,13.0,24.0,1,0,1,1,43173333.333333336,3,530.4875000000001,9.0,0,3,2,1.3007029741212826
2.5,4.0,4.0,1369.0,13.0,4.0,1,0,0,0,27633333.33333333,1,342.25,8.0,0,3,1,0.8325222093472383
2.5,5.0,4.0,1095.2,13.0,4.0,1,0,0,0,43173333.333333336,0,219.04,9.0,0,3,2,1.3007029741212826
1.0,2.0,1.0,1369.0,13.0,4.0,1,0,0,0,18500000.0,5,684.5,3.0,0,2,1,0.5573580533024335
2.5,6.0,4.0,2053.5,20.0,30.0,1,0,0,0,38452173.91304348,4,342.25,10.0,0,3,2,1.1584664214821907
2.5,4.0,4.0,1437.45,13.0,10.0,1,0,0,0,24000000.0,3,359.3625,8.0,0,3,1,0.7230590961761298
2.5,6.0,5.0,1437.45,16.5,7.0,1,0,0,0,33960000.0,1,239.575,11.0,0,3,2,1.0231286210892239
2.0,4.0,4.0,2053.5,19.0,6.0,1,0,0,0,52071428.571428575,7,513.375,8.0,0,3,2,1.5687800033107104
3.0,5.0,5.0,1369.0,18.0,21.0,1,0,0,0,38500000.0,1,273.8,10.0,0,3,2,1.159907300115875
3.5,5.0,4.0,1437.45,13.0,5.0,1,0,0,0,43173333.333333336,1,287.49,9.0,0,3,2,1.3007029741212826
2.5,4.0,4.0,1369.0,20.0,7.0,1,0,1,0,47632203.38983051,1,342.25,8.0,0,3,2,1.4350374138303514
2.5,7.0,5.0,2464.2000000000003,15.0,4.0,1,0,0,0,52500000.0,4,352.02857142857147,12.0,0,3,2,1.5816917728852842
5.0,3.0,5.0,1060.975,14.0,6.0,1,0,0,0,54750000.0,0,353.6583333333333,8.0,0,3,2,1.6494785631517963
2.5,4.0,4.0,2395.75,20.0,7.0,1,0,1,0,32375000.0,7,598.9375,8.0,0,3,2,0.9753765932792585
3.5,6.0,4.0,787.175,13.0,3.0,1,0,0,1,33000000.0,0,131.19583333333333,10.0,0,3,2,0.9942062572421786
2.0,4.0,4.0,1437.45,18.0,3.0,1,1,1,1,40300000.0,7,359.3625,8.0,0,3,2,1.2141367323290848
2.5,4.0,5.0,1711.25,16.0,6.0,1,0,0,0,47632203.38983051,6,427.8125,9.0,0,3,2,1.4350374138303514
3.0,7.0,6.0,1745.475,13.0,16.0,1,0,0,1,27633333.33333333,6,249.35357142857143,13.0,0,3,1,0.8325222093472383
2.5,5.0,3.0,855.625,13.0,4.0,1,0,0,0,22666666.666666668,7,171.125,8.0,0,3,1,0.6828891463885671
2.5,3.0,3.0,2087.725,15.0,6.0,1,0,0,0,55545454.54545455,1,695.9083333333333,6.0,0,3,2,1.6734435900136946
2.5,6.0,2.0,1095.2,13.0,10.0,1,0,0,0,26500000.0,4,182.53333333333333,8.0,0,3,1,0.79837775202781
2.5,5.0,5.0,1437.45,13.0,9.0,1,1,0,0,29527777.777777776,1,287.49,10.0,0,3,1,0.8895970130037338
2.5,4.0,4.0,1095.2,13.0,4.0,1,0,0,0,29527777.777777776,0,273.8,8.0,0,3,1,0.8895970130037338
3.5,6.0,4.0,1711.25,11.0,7.0,1,1,0,1,33750000.0,5,285.2083333333333,10.0,0,3,2,1.0168018539976826
2.5,4.0,4.0,1369.0,14.0,4.0,1,0,1,0,33960000.0,4,342.25,8.0,0,3,2,1.0231286210892239
2.0,4.0,3.0,1471.675,16.0,26.0,1,0,1,0,39375000.0,1,367.91875,7.0,0,3,2,1.186268829663963
2.5,4.0,3.0,1471.675,20.0,13.0,1,0,0,0,51000000.0,7,367.91875,7.0,0,3,2,1.5365005793742759
2.5,6.0,4.0,1095.2,20.5,12.0,1,0,0,0,29527777.777777776,6,182.53333333333333,10.0,0,3,1,0.8895970130037338
2.5,5.0,6.0,4107.0,16.5,7.0,1,0,0,1,65000000.0,3,821.4,11.0,0,3,3,1.958285052143685
1.0,2.0,1.0,1026.75,10.0,10.0,1,0,0,0,27269230.769230768,0,513.375,3.0,0,3,1,0.8215527230590962
2.0,9.0,4.0,1711.25,13.0,12.0,1,1,0,1,34250000.0,7,190.13888888888889,13.0,0,3,2,1.0318655851680187
2.5,4.0,4.0,1095.2,32.0,10.0,1,0,0,0,43173333.333333336,0,273.8,8.0,0,3,2,1.3007029741212826
3.5,7.0,5.0,1369.0,12.0,10.0,1,0,0,0,32500000.0,0,195.57142857142856,12.0,0,3,2,0.9791425260718425
2.5,4.0,3.0,1369.0,10.0,9.0,1,0,0,0,45833333.333333336,4,342.25,7.0,0,3,2,1.3808420239474704
2.5,4.0,5.0,1095.2,13.0,32.0,1,0,0,0,27000000.0,7,273.8,9.0,0,3,1,0.8134414831981461
4.5,3.0,6.0,1540.125,16.0,18.0,1,0,0,0,67125000.0,2,513.375,9.0,0,3,3,2.022305909617613
2.5,5.0,5.0,1711.25,13.0,20.0,1,0,0,0,42962500.0,4,342.25,10.0,0,3,2,1.2943511008111241
2.5,6.0,4.0,1437.45,20.0,2.0,1,0,1,0,47632203.38983051,5,239.575,10.0,1,3,2,1.4350374138303514
2.5,6.0,3.0,1369.0,13.0,2.0,1,0,0,0,51359210.526315786,0,228.16666666666663,9.0,1,3,2,1.547322680978228
2.5,4.0,3.0,1369.0,15.0,6.0,0,1,0,1,47632203.38983051,4,342.25,7.0,0,3,2,1.4350374138303514
3.0,8.0,6.0,2738.0,15.0,17.0,1,0,1,0,33960000.0,0,342.25,14.0,0,3,2,1.0231286210892239
3.5,7.0,5.0,1026.75,15.0,7.0,1,0,0,0,27269230.769230768,0,146.67857142857142,12.0,0,3,1,0.8215527230590962
3.5,8.0,4.0,1711.25,20.0,2.0,1,0,0,0,51359210.526315786,1,213.90625,12.0,1,3,2,1.547322680978228
3.0,7.0,3.0,1711.25,20.0,6.0,1,1,0,1,47632203.38983051,4,244.4642857142857,10.0,0,3,2,1.4350374138303514
2.0,4.0,2.0,1369.0,20.0,10.0,1,0,0,0,15666666.666666666,1,342.25,6.0,0,3,1,0.4719969100038625
2.5,4.0,4.0,1060.975,20.0,21.0,1,0,0,0,29527777.777777776,4,265.24375,8.0,0,3,1,0.8895970130037338
2.5,5.0,4.0,1095.2,13.0,10.0,1,1,0,0,29527777.777777776,4,219.04,9.0,0,3,1,0.8895970130037338
2.0,4.0,2.0,1369.0,13.0,3.0,0,0,0,0,27633333.33333333,7,342.25,6.0,0,3,1,0.8325222093472383
2.5,5.0,2.0,1060.975,13.0,12.0,1,0,0,0,17794117.647058822,7,212.195,7.0,0,3,1,0.5360916092972531
2.0,4.0,2.0,1711.25,11.0,12.0,1,0,0,0,23000000.0,4,427.8125,6.0,0,3,1,0.6929316338354577
2.0,5.0,2.0,1026.75,32.0,5.0,1,0,0,0,17800000.0,1,205.35,7.0,0,1,1,0.5362688296639629
2.5,3.0,4.0,787.175,4.0,3.0,1,0,0,1,31995000.0,2,262.39166666666665,7.0,0,3,2,0.9639281575898031
2.5,5.0,4.0,1471.675,15.0,5.0,1,0,0,0,51359210.526315786,4,294.335,9.0,0,3,2,1.547322680978228
2.5,5.0,2.0,1437.45,20.0,6.0,0,0,0,0,49000000.0,5,287.49,7.0,0,1,2,1.476245654692932
2.5,6.0,3.0,2395.75,18.0,8.0,1,0,0,0,52071428.571428575,1,399.2916666666667,9.0,0,3,2,1.5687800033107104
2.5,6.0,6.0,1745.475,13.0,6.0,1,0,0,0,51359210.526315786,3,290.9125,12.0,0,3,2,1.547322680978228
2.5,5.0,4.0,1095.2,12.0,20.0,1,0,0,0,23000000.0,0,219.04,9.0,0,3,1,0.6929316338354577
2.5,4.0,4.0,1129.425,20.0,4.0,1,0,0,0,47632203.38983051,1,282.35625,8.0,0,3,2,1.4350374138303514
2.5,4.0,4.0,2395.75,13.0,4.0,1,0,1,0,31500000.0,2,598.9375,8.0,0,3,2,0.9490150637311705
3.0,3.0,2.0,1711.25,10.0,13.0,1,0,1,0,20000000.0,2,570.4166666666666,5.0,0,3,1,0.6025492468134416
2.5,5.0,4.0,1711.25,15.0,8.0,0,0,0,0,43173333.333333336,0,342.25,9.0,0,3,2,1.3007029741212826
2.5,4.0,4.0,1369.0,13.0,4.0,1,0,0,0,17794117.647058822,1,342.25,8.0,0,3,1,0.5360916092972531
2.0,4.0,3.0,2806.45,13.0,7.0,1,0,0,0,32500000.0,2,701.6125,7.0,0,3,2,0.9791425260718425
2.0,4.0,3.0,787.175,13.0,6.0,0,1,0,0,34900000.0,5,196.79375,7.0,0,3,2,1.0514484356894556
2.5,8.0,4.0,1095.2,10.0,26.0,1,0,0,0,20920000.0,0,136.9,12.0,0,3,1,0.6302665121668599
3.0,5.0,3.0,1437.45,18.0,8.0,1,0,0,0,21000000.0,7,287.49,8.0,0,3,1,0.6326767091541137
3.5,4.0,4.0,1711.25,16.0,6.0,1,1,0,0,47632203.38983051,4,427.8125,8.0,0,3,2,1.4350374138303514
2.5,4.0,5.0,2395.75,14.0,17.0,1,1,0,0,48200000.0,4,598.9375,9.0,0,3,2,1.4521436848203941
