LOCATION,PRICE,FACING,FLOOR,BEDROOM,BATHROOM,LAND AREA (sqft),ROAD ACCESS (ft),PROPERTY AGE,HAS_PARKING,HAS_BALCONY,HAS_GARDEN,HAS_MODULAR_KITCHEN,LOCATION_ENCODED
"Imadol, Lalitpur",25500000.0,north,2.5,6.0,3.0,1026.75,13.0,16.0,1,0,0,0,29527777.777777776
"Budhanilkantha, Kathmandu",28000000.0,north,2.5,6.0,3.0,1026.75,13.0,6.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",28800000.0,east,2.5,5.0,4.0,1095.2,10.0,3.0,1,0,0,0,51359210.526315786
"Mandikhatar, Kathmandu",43500000.0,north-west,3.5,4.0,5.0,2121.9500000000003,13.0,24.0,1,0,1,1,43173333.333333336
"Dhapakhel, Lalitpur",27500000.0,north-east,2.5,5.0,4.0,3080.25,4.0,10.0,1,0,1,0,32500000.0
"Imadol, Lalitpur",27500000.0,west,3.5,5.0,3.0,1026.75,20.0,9.0,1,0,0,0,29527777.777777776
"Chandragiri, Kathmandu",16000000.0,south-east,2.0,2.0,2.0,1369.0,10.0,9.0,1,0,0,0,20920000.0
"Ochu Height, Lalitpur",37500000.0,west,2.5,6.0,5.0,1369.0,16.0,10.0,1,0,0,0,27000000.0
"Nakkhu, Lalitpur",39900000.0,east,2.0,4.0,4.0,1711.25,13.0,13.0,1,0,1,0,33960000.0
"Kwalakhu, Lalitpur",30000000.0,south,5.0,5.0,4.0,102.675,20.0,9.0,1,0,0,0,30000000.0
"Sitapaila, Kathmandu",38000000.0,east,2.5,4.0,4.0,1745.475,13.0,6.0,1,0,0,0,31995000.0
"Balkumari, Lalitpur",66000000.0,north-east,4.5,3.0,6.0,1540.125,16.0,18.0,1,0,0,0,67125000.0
"Nepaltar, Kathmandu",21900000.0,east,3.5,7.0,4.0,1026.75,11.0,22.0,1,0,0,0,21450000.0
"Nakhipot, Lalitpur",27000000.0,south-west,2.5,5.0,4.0,1197.875,20.0,22.0,1,0,0,0,34208333.333333336
"Imadol, Lalitpur",35000000.0,west,2.5,4.0,4.0,1369.0,13.0,6.0,1,0,0,0,29527777.777777776
"Kadaghari, Kathmandu",65000000.0,north,4.0,6.0,4.0,1779.7,15.0,8.0,0,0,0,0,38333333.333333336
"Imadol, Lalitpur",27500000.0,west,3.0,5.0,3.0,1026.75,13.0,7.0,1,0,0,0,29527777.777777776
"Imadol, Lalitpur",22000000.0,north,3.0,4.0,3.0,787.175,10.0,11.0,1,0,0,1,29527777.777777776
"Pasikot, Kathmandu",28000000.0,north-east,1.0,2.0,2.0,1779.7,13.0,6.0,1,0,0,0,32693333.333333332
"Imadol, Lalitpur",32500000.0,south,2.5,5.0,4.0,1129.425,13.0,8.0,1,0,0,0,29527777.777777776
"Imadol, Lalitpur",37500000.0,east,2.5,4.0,4.0,1369.0,16.0,8.0,1,0,0,0,29527777.777777776
"Dhumbarahi, Kathmandu",38000000.0,east,2.5,3.0,3.0,1369.0,10.0,28.0,1,0,0,0,58000000.0
"Kapan, Kathmandu",29500000.0,west,2.4,6.0,5.0,1369.0,13.0,8.0,1,0,1,0,27269230.769230768
"Lolang, Kathmandu",24000000.0,west,3.5,5.0,3.0,1095.2,26.0,8.0,1,0,0,0,18325000.0
"Imadol, Lalitpur",42500000.0,south-east,2.5,4.0,4.0,1369.0,20.0,6.0,0,0,0,0,29527777.777777776
"Ratopool, Kathmandu",138000000.0,west,4.0,5.0,4.0,5476.0,10.0,30.0,1,0,0,0,138000000.0
"Bhaisepati, Lalitpur",85000000.0,south,2.5,5.0,7.0,1711.25,14.0,8.0,1,0,0,0,47632203.38983051
"Hattigaunda, Kathmandu",34500000.0,north-east,2.0,7.0,4.0,2087.725,14.0,15.0,1,0,0,0,42730769.23076923
"Panipokhari, Kathmandu",65000000.0,north-east,3.5,7.0,4.0,1095.2,18.0,17.0,0,0,0,0,65000000.0
"Gokarna, Kathmandu",30000000.0,west,3.5,6.0,3.0,1369.0,32.0,7.0,1,0,0,0,21500000.0
"Pasikot, Kathmandu",34000000.0,east,2.5,5.0,4.0,1369.0,13.0,5.0,1,0,0,0,32693333.333333332
"Budhanilkantha, Kathmandu",34000000.0,north,2.5,6.0,3.0,1369.0,13.0,5.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",34500000.0,south,2.5,6.0,3.0,1369.0,13.0,13.0,1,0,0,0,51359210.526315786
"Sunakothi, Lalitpur",37500000.0,north-east,2.5,3.0,4.0,1711.25,20.0,9.0,0,0,0,0,44000000.0
"Hattigaunda, Kathmandu",77000000.0,west,2.5,4.0,5.0,2121.9500000000003,20.0,17.0,0,0,1,1,42730769.23076923
"Gwarko, Lalitpur",15500000.0,south,1.0,2.0,1.0,787.175,13.0,7.0,1,0,0,0,26142857.14285714
"Chhetrapati, Kathmandu",125000000.0,north,5.0,10.0,4.0,3422.5,15.0,17.0,0,0,0,0,125000000.0
"Grande Hospital, Kathmandu",30000000.0,north-west,3.0,12.0,5.0,1095.2,13.0,6.0,1,0,0,0,28160000.0
"Harisiddhi, Lalitpur",35000000.0,north,2.5,7.0,4.0,2053.5,16.5,8.0,1,0,1,0,27357142.85714286
"Khumaltar, Lalitpur",55000000.0,south,3.0,3.0,4.0,1711.25,13.0,13.0,1,0,0,0,44153846.15384615
"Maharajgunj, Kathmandu",75000000.0,east,4.0,8.0,8.0,1437.45,17.0,6.0,1,0,0,0,87200000.0
"Shankhamul, Kathmandu",68000000.0,north-east,3.5,7.0,3.0,2121.9500000000003,23.0,6.0,1,0,0,0,52125000.0
"Gaurighat, Kathmandu",23000000.0,west,2.5,4.0,4.0,1026.75,13.0,6.0,1,0,0,0,41500000.0
"Narayantar, Kathmandu",35000000.0,east,3.5,12.0,6.0,1437.45,12.0,22.0,1,0,0,1,33333333.333333332
"Lubhu, Lalitpur",17000000.0,north-east,2.5,5.0,2.0,752.95,13.0,6.0,1,0,0,0,22600000.0
"Chyau Danda, Lalitpur",24000000.0,south,2.5,4.0,3.0,1026.75,20.0,14.0,1,0,0,0,24000000.0
"Bansbari, Kathmandu",65000000.0,north,2.5,3.0,3.0,2087.725,15.0,6.0,1,0,0,0,55545454.54545455
"Thecho, Lalitpur",19000000.0,north,2.5,4.0,4.0,1369.0,16.0,8.0,1,0,0,0,45833333.333333336
"Mandikhatar, Kathmandu",65000000.0,north-east,2.5,5.0,5.0,2738.0,13.0,6.0,1,0,0,0,43173333.333333336
"Icimod, Lalitpur",30500000.0,west,2.5,5.0,4.0,1369.0,13.0,6.0,1,0,0,0,34750000.0
"Gairidhara, Kathmandu",51000000.0,north,2.5,4.0,4.0,1711.25,12.0,7.0,1,0,0,0,51000000.0
"Lazimpat, Kathmandu",56000000.0,east,2.5,5.0,4.0,2053.5,11.0,20.0,1,0,0,0,56000000.0
"Imadol, Lalitpur",26500000.0,south,3.0,6.0,5.0,1197.875,13.0,12.0,1,0,1,0,29527777.777777776
"Godamchaur, Lalitpur",29000000.0,south,2.5,14.0,6.0,4107.0,13.0,12.0,1,0,1,0,29000000.0
"Bafal, Kathmandu",37000000.0,north-east,2.5,4.0,3.0,1095.2,13.0,5.0,1,0,0,0,39055555.55555555
"Sundarbasti, Kathmandu",39500000.0,north,2.5,6.0,5.0,1711.25,20.0,20.0,1,0,0,0,34144444.44444445
"Kapan, Kathmandu",32500000.0,south-east,3.0,6.0,3.0,1813.925,13.0,19.0,1,0,1,1,27269230.769230768
"Imadol, Lalitpur",27500000.0,south-east,3.0,5.0,3.0,1026.75,13.0,8.0,1,0,0,0,29527777.777777776
"Bhaisepati, Lalitpur",67500000.0,north,2.5,8.0,8.0,1369.0,13.5,6.0,1,0,0,0,47632203.38983051
"Budhanilkantha, Kathmandu",65000000.0,north,2.0,4.0,4.0,3251.375,12.5,13.0,1,0,0,0,51359210.526315786
"Imadol, Lalitpur",26000000.0,north,2.5,5.0,4.0,1060.9750000000001,13.0,18.0,1,0,0,0,29527777.777777776
"Tyanglafat, Kathmandu",24500000.0,north-east,2.5,7.0,4.0,1026.75,10.0,17.0,1,0,0,0,24500000.0
"Chandragiri, Kathmandu",13100000.0,south,2.0,6.0,3.0,1026.75,12.0,26.0,1,0,0,0,20920000.0
"Imadol, Lalitpur",42500000.0,south,2.5,6.0,4.0,1369.0,13.0,9.0,0,0,0,0,29527777.777777776
"Budhanilkantha, Kathmandu",40000000.0,south-east,2.5,6.0,6.0,1711.25,15.0,22.0,1,0,0,0,51359210.526315786
"Thulobharyang, Kathmandu",30000000.0,west,2.5,4.0,3.0,1026.75,13.0,8.0,1,0,0,0,23333333.333333332
"Bhaisepati, Lalitpur",55000000.0,south,2.0,3.0,4.0,1437.45,13.5,12.0,1,0,0,0,47632203.38983051
"Imadol, Lalitpur",21000000.0,west,2.5,6.0,2.0,787.175,13.0,22.0,1,0,0,0,29527777.777777776
"Budhanilkantha, Kathmandu",25000000.0,west,2.5,6.0,4.0,684.5,12.0,6.0,1,0,0,0,51359210.526315786
"Gairi Gaun, Kathmandu",25000000.0,north,3.0,6.0,4.0,1060.9750000000001,10.0,12.0,1,0,0,0,25000000.0
"Imadol, Lalitpur",36000000.0,north-east,2.5,4.0,3.0,2395.75,12.5,6.0,1,0,0,0,29527777.777777776
"Bhaisepati, Lalitpur",35000000.0,north,2.5,5.0,4.0,1129.425,22.0,20.0,1,0,0,0,47632203.38983051
"Budhanilkantha, Kathmandu",45000000.0,north-west,2.5,5.0,6.0,1711.25,15.0,17.0,1,0,0,0,51359210.526315786
"Rudreshwor, Kathmandu",50000000.0,south,2.5,4.0,5.0,1745.475,13.0,5.0,0,0,0,0,67583333.33333333
"Bhaisepati, Lalitpur",31000000.0,south-west,2.5,4.0,5.0,1437.45,15.0,7.0,1,0,0,0,47632203.38983051
"Nakkhu, Lalitpur",39000000.0,east,2.5,4.0,4.0,1711.25,13.0,6.0,1,0,0,0,33960000.0
"Imadol, Lalitpur",26000000.0,north,2.0,4.0,5.0,1060.9750000000001,13.0,13.0,1,0,0,0,29527777.777777776
"Sitapaila, Kathmandu",37500000.0,south,2.5,4.0,3.0,2395.75,13.0,6.0,1,0,0,0,31995000.0
"Naya Basti, Kathmandu",23500000.0,south,2.0,4.0,2.0,1711.25,11.0,12.0,1,0,0,0,23000000.0
"Kusunti, Lalitpur",115000000.0,north,2.5,4.0,4.0,4107.0,26.0,7.0,1,0,1,0,71416666.66666667
"Bhaisepati, Lalitpur",35000000.0,west,2.5,5.0,4.0,1129.425,22.0,11.0,1,0,0,0,47632203.38983051
"Gahana Pokhari, Kathmandu",70000000.0,south,2.0,6.0,5.0,2156.1749999999997,11.0,7.0,1,0,0,0,70000000.0
"Tahachal, Kathmandu",190000000.0,south-west,5.0,10.0,8.0,3490.95,13.0,6.0,1,0,0,1,104333333.33333333
"Bistachhap, Lalitpur",22000000.0,east,2.5,4.0,3.0,3148.7,20.0,24.0,1,0,0,0,22000000.0
"Sundarbasti, Kathmandu",39000000.0,north-east,2.5,5.0,3.0,1711.25,13.0,19.0,0,0,0,0,34144444.44444445
"Gorkarneshwor, Kathmandu",13000000.0,east,1.0,2.0,1.0,1026.75,13.0,17.0,1,0,0,0,13000000.0
"Nagarjun, Kathmandu",25000000.0,north-east,2.5,4.0,3.0,1060.9750000000001,16.0,8.0,1,0,0,0,25000000.0
"Wasik, Kathmandu",41000000.0,south-west,3.0,5.0,4.0,1779.7,13.0,18.0,1,0,1,0,34250000.0
"Sukedhara, Kathmandu",45000000.0,east,2.5,4.0,3.0,2395.75,15.0,7.0,1,0,0,0,33192307.692307692
"Thaiba, Lalitpur",50000000.0,south-west,2.5,4.0,3.0,1779.7,20.0,7.0,1,0,0,0,39166666.666666664
"Dhapasi, Kathmandu",47500000.0,south-east,2.5,3.0,4.0,2087.725,15.0,7.0,1,0,1,0,38452173.91304348
"Basundhara, Kathmandu",87500000.0,south,3.5,7.0,6.0,2156.1749999999997,20.0,10.0,1,0,0,0,50125000.0
"Bhaisepati, Lalitpur",35000000.0,east,3.5,8.0,4.0,1711.25,10.0,24.0,1,0,0,0,47632203.38983051
"Ranibari, Kathmandu",35000000.0,west,3.0,6.0,3.0,1369.0,22.0,10.0,1,0,0,0,35000000.0
"Goldhunga, Kathmandu",25000000.0,west,2.5,5.0,4.0,1095.2,10.0,10.0,0,0,0,0,21500000.0
"Baluwakhani, Kathmandu",31500000.0,east,2.5,3.0,4.0,1369.0,13.0,12.0,0,0,0,0,29250000.0
"Narayanthan , Kathmandu",55000000.0,east,2.5,4.0,5.0,3764.75,15.0,12.0,1,0,1,0,52071428.571428575
"Ichangu Narayan, Kathmandu",21500000.0,west,2.5,4.0,4.0,752.95,9.0,6.0,0,0,0,0,21500000.0
"Basanti Chowk, Kathmandu",22000000.0,south,2.5,4.0,4.0,1026.75,10.0,17.0,1,0,0,0,22000000.0
"Tindhara, Kathmandu",22000000.0,north,2.5,6.0,5.0,1026.75,26.0,12.0,1,0,0,0,22000000.0
"Buddha Chowk, Kathmandu",24000000.0,west,2.5,4.0,5.0,1026.75,10.0,17.0,1,0,0,0,24000000.0
"Hattigaunda, Kathmandu",36500000.0,north-east,3.0,4.0,3.0,2121.9500000000003,13.0,12.0,0,0,0,0,42730769.23076923
"Matatirtha, Kathmandu",20000000.0,south,3.0,3.0,3.0,1745.475,26.0,9.0,1,0,0,0,23000000.0
"Sitapaila, Kathmandu",27000000.0,north,3.5,5.0,4.0,1369.0,10.0,10.0,1,0,0,0,31995000.0
"Satdobato, Lalitpur",70000000.0,south,4.5,13.0,9.0,3422.5,13.0,6.0,1,0,0,0,43187500.0
"Syuchatar, Kathmandu",25000000.0,south,2.5,6.0,2.0,1095.2,13.0,10.0,1,0,0,0,26500000.0
"Sitapaila, Kathmandu",27500000.0,south-east,2.5,4.0,3.0,1403.225,16.0,22.0,1,0,1,0,31995000.0
"Sitapaila, Kathmandu",29500000.0,south,2.5,4.0,3.0,1437.45,16.0,10.0,1,0,1,0,31995000.0
"Kalyanpur, Chitwan",14000000.0,south-east,2.0,5.0,4.0,1369.0,20.0,6.0,1,0,0,0,14000000.0
"Sitapaila, Kathmandu",31500000.0,east,2.5,5.0,5.0,1711.25,13.0,13.0,1,0,0,1,31995000.0
"Tilganga, Kathmandu",61500000.0,south-east,4.5,21.0,21.0,752.95,20.0,4.0,0,0,0,0,61500000.0
"Thulobharyang, Kathmandu",15000000.0,south,1.0,3.0,1.0,752.95,10.0,6.0,1,0,0,0,23333333.333333332
"Jorpati, Kathmandu",23000000.0,south,2.5,5.0,3.0,1095.2,10.0,21.0,1,0,0,1,23000000.0
"Nil Barahi Mandir, Bhaktapur",20000000.0,east,2.0,4.0,2.0,1060.9750000000001,20.0,13.0,1,0,0,1,17750000.0
"Balaju, Kathmandu",57500000.0,west,2.5,6.0,3.0,3114.475,10.0,11.0,0,0,0,0,57500000.0
"Sitapaila, Kathmandu",12000000.0,north-east,2.5,3.0,4.0,787.175,4.0,3.0,1,0,0,1,31995000.0
"Machhapokhari, Kathmandu",30000000.0,east,2.5,4.0,4.0,1369.0,10.0,6.0,1,0,0,0,44666666.666666664
"Sunakothi, Lalitpur",42500000.0,east,2.5,3.0,3.0,2053.5,15.0,13.0,1,0,0,0,44000000.0
"Satdobato, Lalitpur",26000000.0,east,2.5,4.0,3.0,1026.75,13.0,3.0,1,0,0,0,43187500.0
"Bhaisepati, Lalitpur",55000000.0,south-west,2.5,4.0,5.0,1711.25,16.0,6.0,1,0,0,0,47632203.38983051
"Budhanilkantha, Kathmandu",46500000.0,west,2.5,9.0,6.0,2395.75,15.0,10.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",36000000.0,west,2.5,4.0,5.0,1369.0,15.0,10.0,1,0,0,0,51359210.526315786
"Manamaiju, Kathmandu",27500000.0,north,3.5,6.0,4.0,1369.0,12.0,10.0,1,0,0,0,49375000.0
"Dhapasi, Kathmandu",42500000.0,south,2.5,6.0,5.0,1711.25,18.0,3.0,1,0,0,0,38452173.91304348
"Balkumari, Lalitpur",42500000.0,north-east,4.0,16.0,4.0,1437.45,36.0,22.0,0,0,0,0,67125000.0
"Dhapasi, Kathmandu",28500000.0,east,2.5,4.0,4.0,1095.2,16.0,6.0,1,0,0,0,38452173.91304348
"Nakhipot, Lalitpur",32000000.0,west,2.5,5.0,4.0,1437.45,20.0,10.0,1,0,0,0,34208333.333333336
"Goldhunga, Kathmandu",30000000.0,east,2.5,4.0,4.0,1437.45,20.0,10.0,1,0,0,0,21500000.0
"Machhe Gaun, Kathmandu",14000000.0,west,3.0,8.0,4.0,1026.75,13.0,24.0,1,0,0,0,14000000.0
"Rudreshwor, Kathmandu",50000000.0,east,3.0,4.0,5.0,1745.475,16.0,12.0,1,0,0,0,67583333.33333333
"Chapali, Kathmandu",28000000.0,north-east,3.0,5.0,3.0,1129.425,13.0,12.0,1,0,0,0,33000000.0
"Koteshwor, Kathmandu",27500000.0,north,2.5,6.0,4.0,1026.75,26.0,4.0,1,0,0,0,41125000.0
"Matatirtha, Kathmandu",20000000.0,south,2.5,8.0,4.0,2738.0,16.0,10.0,1,0,0,0,23000000.0
"Nakkhu, Lalitpur",39500000.0,east,2.5,4.0,4.0,1711.25,13.0,10.0,1,0,1,1,33960000.0
"Balkhu, Lalitpur",24900000.000000004,north,2.5,3.0,3.0,787.175,20.0,12.0,1,0,0,0,24900000.000000004
"Bhaisepati, Lalitpur",45000000.0,south,2.0,4.0,4.0,1711.25,16.0,6.0,1,0,0,0,47632203.38983051
"Bhaktapur, Bhaktapur",14000000.0,west,2.0,3.0,2.0,1095.2,14.0,10.0,1,0,0,0,14000000.0
"Jarankhu, Kathmandu",35000000.0,north,3.5,8.0,4.0,1369.0,13.0,9.0,1,0,0,0,35000000.0
"Paiyuntar, Kathmandu",30000000.0,west,2.5,5.0,4.0,1471.675,12.0,6.0,1,0,1,0,24250000.0
"Budhanilkantha, Kathmandu",50000000.0,east,2.5,4.0,5.0,1745.475,15.0,10.0,1,0,0,0,51359210.526315786
"Kalikasthan, Kathmandu",25000000.0,east,2.5,4.0,4.0,444.925,30.0,17.0,0,0,0,0,42500000.0
"Birtamode, Jhapa",15000000.0,east,2.5,4.0,4.0,1369.0,14.0,6.0,1,0,0,0,15000000.0
"Gurjudhara, Kathmandu",19000000.0,east,1.5,8.0,4.0,1026.75,13.0,3.0,1,0,0,0,22666666.666666668
"Bansbari, Kathmandu",96000000.0,south-east,2.5,7.0,6.0,5476.0,15.0,6.0,1,0,1,0,55545454.54545455
"Dhapasi, Kathmandu",23000000.0,north-east,2.5,4.0,3.0,1369.0,13.0,10.0,1,0,0,0,38452173.91304348
"Bhadrabas, Kathmandu",12500000.0,north,1.0,2.0,2.0,1369.0,20.0,10.0,1,0,0,0,12500000.0
"Bagdol, Lalitpur",55000000.0,east,3.5,7.0,4.0,2053.5,16.0,6.0,1,0,0,0,42000000.0
"Ganesh Chowk, Kathmandu",67500000.0,north-east,2.5,6.0,5.0,2087.725,12.0,6.0,1,0,0,1,42962500.0
"Kapan, Kathmandu",36000000.0,north,3.5,6.0,5.0,1711.25,13.0,10.0,1,0,0,0,27269230.769230768
"Siddhartha Colony, Kathmandu",35000000.0,east,2.5,6.0,6.0,1026.75,20.0,10.0,1,0,0,0,52500000.0
"Bhaisepati, Lalitpur",40000000.0,west,2.5,5.0,4.0,1711.25,20.0,7.0,1,0,0,0,47632203.38983051
"Hattigaunda, Kathmandu",36500000.0,east,2.5,5.0,5.0,2121.9500000000003,15.0,19.0,1,0,0,0,42730769.23076923
"Sundarbasti, Kathmandu",38500000.0,south-east,2.5,6.0,5.0,1437.45,20.0,7.0,1,0,0,0,34144444.44444445
"Sundarbasti, Kathmandu",38500000.0,north-east,2.5,6.0,5.0,1711.25,13.0,8.0,1,0,0,0,34144444.44444445
"Sitapaila, Kathmandu",67400000.0,north-west,2.0,4.0,3.0,3490.95,20.0,7.0,1,0,1,0,31995000.0
"Budhanilkantha, Kathmandu",110000000.0,north-east,2.5,5.0,6.0,5133.75,15.0,7.0,1,0,1,0,51359210.526315786
"Gothatar, Kathmandu",14000000.0,east,1.0,2.0,1.0,1095.2,20.0,10.0,0,0,0,0,24375000.0
"Gongabu, Kathmandu",31500000.0,south,2.5,11.0,5.0,1369.0,13.0,9.0,1,0,0,0,38428571.428571425
"Sudal, Bhaktapur",21000000.0,east,3.5,10.0,3.0,1129.425,10.0,8.0,1,0,0,0,16850000.0
"Khumaltar, Lalitpur",35000000.0,north-east,2.5,6.0,4.0,2053.5,22.0,7.0,1,0,0,0,44153846.15384615
"Aarubari, Kathmandu",19000000.0,north-west,3.5,10.0,3.0,1026.75,19.0,22.0,1,0,0,0,19000000.0
"Baluwa, Kathmandu",19000000.0,north,2.5,5.0,4.0,1095.2,13.0,17.0,1,0,0,0,19000000.0
"Tinthana, Kathmandu",19800000.0,east,2.5,8.0,4.0,1026.75,13.0,7.0,1,0,0,0,19800000.0
"Imadol, Lalitpur",26500000.0,north-west,2.5,4.0,4.0,1095.2,11.0,6.0,1,0,0,0,29527777.777777776
"Satdobato, Lalitpur",45000000.0,west,2.5,6.0,3.0,2087.725,12.0,6.0,1,0,1,0,43187500.0
"Swoyambhu, Kathmandu",110000000.0,north,2.5,11.0,9.0,3080.25,18.0,26.0,1,0,0,0,110000000.0
"Imadol, Lalitpur",27500000.0,south-west,2.5,6.0,1.0,1095.2,20.0,9.0,1,0,0,0,29527777.777777776
"Sinamangal, Kathmandu",45000000.0,west,2.5,5.0,5.0,1779.7,13.0,8.0,1,0,0,0,47000000.0
"Khumaltar, Lalitpur",42500000.0,west,2.5,7.0,4.0,1779.7,18.0,22.0,1,0,0,0,44153846.15384615
"Radhe Radhe, Bhaktapur",62500000.0,south-east,2.5,6.0,3.0,2738.0,16.0,17.0,1,0,1,0,37833333.333333336
"Dhapakhel, Lalitpur",42000000.0,north-east,2.0,4.0,3.0,2806.45,13.0,7.0,1,0,0,0,32500000.0
"Chunikhel, Kathmandu",15500000.0,south,1.0,4.0,4.0,1026.75,20.0,6.0,1,0,0,0,20000000.0
"SuryadaRs.han Height, Kathmandu",32500000.0,west,3.5,5.0,3.0,1129.425,16.0,26.0,1,0,0,0,33750000.0
"Dhapakhel, Lalitpur",29000000.0,south-east,2.5,3.0,3.0,1026.75,26.0,9.0,1,0,0,0,32500000.0
"Budhanilkantha, Kathmandu",32000000.0,south,2.5,4.0,4.0,1369.0,20.0,12.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",32500000.0,south,2.5,5.0,4.0,1403.225,20.0,7.0,1,0,0,0,51359210.526315786
"Boharatar, Kathmandu",20000000.0,east,2.0,5.0,2.0,1026.75,13.0,7.0,1,0,0,0,20000000.0
"Jhamsikhel, Lalitpur",40000000.0,east,2.5,4.0,4.0,1026.75,20.0,9.0,1,0,0,0,40000000.0
"Ekantakuna, Lalitpur",36000000.0,south-east,2.5,6.0,3.0,1711.25,13.0,22.0,1,0,0,0,36000000.0
"Godawari, Lalitpur",55000000.0,north,2.5,4.0,4.0,1369.0,16.0,6.0,1,0,1,0,55000000.0
"Grande Villa, Kathmandu",53500000.0,east,2.5,5.0,5.0,1779.7,21.0,6.0,1,0,0,0,39375000.0
"Budhanilkantha, Kathmandu",50000000.0,north,2.5,5.0,4.0,1745.475,15.0,6.0,1,0,0,0,51359210.526315786
"Bhaisepati, Lalitpur",55000000.0,south-west,2.5,4.0,5.0,1711.25,20.0,6.0,1,0,0,0,47632203.38983051
"Budhanilkantha, Kathmandu",35000000.0,east,2.0,6.0,6.0,1095.2,20.0,11.0,1,0,0,0,51359210.526315786
"Sainbu, Lalitpur",30000000.0,north,2.5,4.0,4.0,1369.0,0.0,9.0,1,0,0,0,50000000.0
"Pepsicola, Kathmandu",26000000.0,north,3.5,8.0,4.0,1026.75,10.0,13.0,1,0,0,0,31833333.333333332
"Khusibu, Kathmandu",105000000.0,south,4.5,10.0,8.0,2429.975,16.0,8.0,1,0,0,0,60000000.0
"Imadol, Lalitpur",20500000.0,north,2.5,4.0,4.0,752.95,13.0,4.0,1,0,0,1,29527777.777777776
"Thankot, Kathmandu",30000000.0,south,1.5,4.0,2.0,1369.0,13.0,3.0,1,0,0,0,17794117.647058822
"Tokha, Kathmandu",24000000.0,south,3.0,5.0,3.0,1026.75,11.0,7.0,1,0,0,0,32375000.0
"Ganesh Chowk, Kathmandu",65000000.0,east,2.5,5.0,4.0,2053.5,15.0,8.0,1,0,0,0,42962500.0
"Bhaisepati, Lalitpur",55000000.0,south-east,2.5,3.0,4.0,1437.45,18.0,6.0,1,0,0,0,47632203.38983051
"Chandragiri, Kathmandu",18500000.0,east,2.5,8.0,4.0,1095.2,10.0,26.0,1,0,0,0,20920000.0
"Maharajgunj, Kathmandu",90000000.0,south,2.5,5.0,4.0,4141.224999999999,16.0,11.0,1,0,0,0,87200000.0
"Khumaltar, Lalitpur",40000000.0,east,2.5,4.0,5.0,1369.0,26.0,12.0,1,0,0,0,44153846.15384615
"Kapan, Kathmandu",16000000.0,east,1.0,4.0,4.0,1060.9750000000001,13.0,8.0,1,0,0,0,27269230.769230768
"Bansbari, Kathmandu",62500000.0,south,2.0,4.0,3.0,3148.7,13.0,6.0,1,0,1,0,55545454.54545455
"Bansbari, Kathmandu",62500000.0,south,2.0,3.0,3.0,3422.5,13.0,6.0,1,0,1,0,55545454.54545455
"Putalisadak, Kathmandu",85000000.0,east,3.5,6.0,7.0,2395.75,15.0,11.0,1,0,0,0,85000000.0
"Budhanilkantha, Kathmandu",70000000.0,west,2.5,6.0,5.0,2738.0,20.0,12.0,1,0,0,0,51359210.526315786
"Golfutar, Kathmandu",31500000.0,north-east,2.5,5.0,5.0,1095.2,20.0,8.0,1,0,0,0,37055555.55555555
"Rudreshwor, Kathmandu",57500000.0,south,2.5,5.0,5.0,2053.5,15.0,22.0,1,0,0,0,67583333.33333333
"Kapan, Kathmandu",29500000.0,east,3.5,5.0,4.0,2053.5,10.0,8.0,1,0,1,1,27269230.769230768
"Sukedhara, Kathmandu",22500000.0,east,2.5,5.0,4.0,1369.0,13.0,8.0,1,0,0,0,33192307.692307692
"Budhanilkantha, Kathmandu",67500000.0,south-east,2.5,5.0,5.0,2738.0,15.0,9.0,1,0,0,0,51359210.526315786
"Pasikot, Kathmandu",33500000.0,south,2.5,5.0,4.0,1711.25,13.0,12.0,1,0,1,0,32693333.333333332
"Nepaltar, Kathmandu",21000000.0,south,2.5,5.0,3.0,1026.75,10.0,22.0,1,0,0,0,21450000.0
"Manigram, Rupandehi",23000000.0,south-east,2.5,5.0,4.0,1369.0,40.0,7.0,1,0,0,0,23000000.0
"Ekatabasti, Kathmandu",16000000.0,south,2.5,4.0,5.0,752.95,12.0,6.0,1,0,0,0,24666666.666666668
"Budhanilkantha, Kathmandu",33500000.0,east,2.5,6.0,5.0,1369.0,13.0,6.0,1,0,0,0,51359210.526315786
"Sorhakhutte, Kathmandu",45000000.0,east,5.5,15.0,7.0,1095.2,12.0,6.0,1,0,0,0,46250000.0
"Imadol, Lalitpur",34500000.0,east,1.5,5.0,4.0,1369.0,13.0,12.0,1,0,0,0,29527777.777777776
"Imadol, Lalitpur",14500000.0,north,1.5,4.0,1.0,1026.75,11.0,8.0,1,0,0,0,29527777.777777776
"Dahachowk, Kathmandu",17500000.0,east,2.5,5.0,4.0,1095.2,13.0,9.0,1,0,0,0,17500000.0
"Bhaisepati, Lalitpur",44000000.0,north,2.5,4.0,4.0,1129.425,20.0,9.0,1,0,0,0,47632203.38983051
"New Road, Kathmandu",45000000.0,east,6.0,14.0,6.0,1437.45,13.0,20.0,1,0,0,0,33750000.0
"Banepa, Kavrepalanchok",20000000.0,east,3.0,10.0,3.0,1026.75,16.0,11.0,1,0,0,0,20000000.0
